PC1,PC2,PC3,PC4,PC5,PC6,PC7
1.8749093292286332,0.05871390998769088,-0.26836548632828583,0.4715326237553369,0.06642617229936137,0.17835891615647642,0.728586525470736
-0.9546150270267901,-2.227698636458318,0.6220762630494725,0.25204453091675477,0.8617794918004081,0.8629539924338987,-0.592763432752406
-0.47901085651978537,0.630511001641559,-0.1838473136014916,2.3135362764529814,-1.3126738959866904,-0.3368698365070556,-0.8347096806942271
0.6834813399610276,-0.28273409092811685,0.20322236894532758,1.4707350882721053,0.7997773746344211,-0.10184779618812173,0.014506799785599765
1.502098041418765,-0.09622688379369018,-0.5513136173126508,0.7318694953800453,-0.42312497904876734,0.16647096261355196,0.40195470586483245
0.3817400394604963,0.586161357873166,-1.5747991024315304,-0.5143186920348024,0.506192418911602,-0.03801906034245156,0.5158161535019
-3.8830421749035526,4.131184176244757,2.254765190303862,0.8809505675399177,-0.6673464903946116,0.40932087288425933,-1.614984281049626
0.643611311960966,0.7602009994847709,-1.4187630044245647,-0.7453557691686937,-0.08133643370971279,0.3514141475309042,0.29110197535304144
0.5756725640249796,0.24777895927832108,-0.5608491326624837,0.8378689128175683,-0.049186918209458835,0.28886759818304103,-0.2739334678056083
0.6500451951955019,0.26121932525102654,0.8281347182467731,1.8108955249100318,1.1087257907881125,0.13194877086638584,-0.18319679517769585
0.515197056203645,0.9122243378947638,-1.7045620233470657,-1.0126724396015316,0.26907710074849644,0.10001834600231285,0.5596609505611618
1.112161014018731,0.3364746748715593,0.12143281289669003,1.2343410946201847,-0.28282743495188306,-0.14632197428036503,0.699252962335518
-0.3154195111949228,1.7371925819461491,-0.5512271855976898,-0.32502907028105027,-0.474385778952502,0.11172889414722925,0.16620440090120117
-0.5512214914999065,1.4833898132644479,-0.8289029924053642,-0.506575731157111,0.2078434243342738,0.4230074419711712,-0.01478850597965216
0.8698305661324953,-0.7413574330448286,-0.8583539068546376,0.781261606564783,-0.04122025437725296,0.10273266747835808,-3.5603944678055004e-05
